TIPREG,DATAPREG,CODDBI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
1,2016-02-17,02,AAPL34,10,APPLE,DRN ED,,R$,38.61,39.38,38.61,38.95,39.38,35.5,39.5,5,56300,2193189.0,0.0,0,9999-12-31,1,0.0,BRAAPLBDR004,116
1,2016-02-17,10,ABCB10,10,ABC BRASIL,PN REC N2,,R$,7.85,7.85,7.8,7.82,7.8,7.89,8.6,2,200,1565.0,0.0,0,9999-12-31,1,0.0,BRABCBR09PR2,124
1,2016-02-17,96,ABCB10F,20,ABC BRASIL,PN REC N2,,R$,7.62,7.9,7.51,7.74,7.9,7.8,8.8,4,85,657.95,0.0,0,9999-12-31,1,0.0,BRABCBR09PR2,124
1,2016-02-17,02,ABCB4,10,ABC BRASIL,PN N2,,R$,8.68,8.7,8.36,8.6,8.6,8.46,8.6,587,204000,1756276.0,0.0,0,9999-12-31,1,0.0,BRABCBACNPR4,125
1,2016-02-17,96,ABCB4F,20,ABC BRASIL,PN N2,,R$,8.67,8.67,8.4,8.57,8.54,8.15,8.6,11,225,1930.34,0.0,0,9999-12-31,1,0.0,BRABCBACNPR4,125
1,2016-02-17,12,ABCP11,10,FII ABC IMOB,CI,,R$,9.42,9.69,9.32,9.35,9.32,9.31,9.7,7,176,1646.86,0.0,0,9999-12-31,1,0.0,BRABCPCTF000,244
1,2016-02-17,02,ABEV3,10,AMBEV S/A,ON,,R$,18.15,18.64,18.02,18.32,18.26,18.26,18.36,40665,18798000,344457342.0,0.0,0,9999-12-31,1,0.0,BRABEVACNOR1,112
1,2016-02-17,96,ABEV3F,20,AMBEV S/A,ON,,R$,18.18,18.63,18.1,18.31,18.32,18.32,18.63,176,4053,74221.54,0.0,0,9999-12-31,1,0.0,BRABEVACNOR1,112
1,2016-02-17,62,ABEV3T,30,AMBEV S/A,ON,016,R$,18.56,18.57,18.56,18.56,18.57,0.0,0.0,2,33000,612503.1,0.0,0,9999-12-31,1,0.0,BRABEVACNOR1,112
1,2016-02-17,62,ABEV3T,30,AMBEV S/A,ON,030,R$,18.32,18.33,18.32,18.32,18.33,0.0,0.0,6,99000,1814509.62,0.0,0,9999-12-31,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVC17,70,ABEV FM,ON,000,R$,1.13,1.46,1.07,1.17,1.31,0.04,0.0,84,100200,118049.0,17.45,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC18,70,ABEV FM,ON,000,R$,0.75,1.05,0.75,0.82,0.82,0.6,1.02,32,77100,63638.0,17.95,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC19,70,ABEVE,ON,000,R$,0.22,0.3,0.2,0.26,0.28,0.15,0.55,22,65400,17247.0,19.2,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC20,70,ABEV,ON,000,R$,0.09,0.15,0.09,0.11,0.11,0.06,0.35,22,178900,21070.0,19.95,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC48,70,ABEV FM,ON,000,R$,0.48,0.72,0.46,0.56,0.59,0.21,0.7,109,298200,169730.0,18.45,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC49,70,ABEV FM,ON,000,R$,0.13,0.27,0.13,0.2,0.27,0.09,0.38,15,64100,12824.0,19.45,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC68,70,ABEVE,ON,000,R$,0.57,0.83,0.57,0.75,0.83,0.01,0.0,4,11300,8539.0,18.2,0,2016-03-21,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVC69,70,ABEV FM,ON,000,R$,0.26,0.38,0.26,0.35,0.36,0.0,0.0,7,7400,2600.0,18.95,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC78,70,ABEVE,ON,000,R$,0.4,0.5,0.4,0.43,0.43,0.0,0.0,3,3500,1530.0,18.7,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC80,70,ABEVE,ON,000,R$,0.09,0.09,0.09,0.09,0.09,0.0,0.1,2,2000,180.0,20.2,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVC82,70,ABEVE,ON,000,R$,1.1,1.17,1.09,1.11,1.17,0.0,0.0,4,654000,727852.0,22.28,0,2017-03-20,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVD18,70,ABEV FM,ON,000,R$,0.73,0.77,0.72,0.73,0.72,0.0,0.0,13,69000,50945.0,18.45,0,2016-04-18,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVD19,70,ABEVE,ON,000,R$,0.67,0.67,0.67,0.67,0.67,0.0,0.0,2,1000,670.0,18.7,0,2016-04-18,1,0.0,BRABEVACNOR1,108
1,2016-02-17,78,ABEVD20,70,ABEV FM,ON,000,R$,0.42,0.51,0.42,0.43,0.51,0.1,0.72,3,12000,5220.0,19.45,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVD21,70,ABEV,ON,000,R$,0.17,0.2,0.17,0.19,0.2,0.0,0.0,5,7000,1340.0,20.45,0,2016-04-18,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVD48,70,ABEV FM,ON,000,R$,1.02,1.17,1.02,1.1,1.17,0.0,0.0,12,56100,61857.0,17.95,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVD49,70,ABEV FM,ON,000,R$,0.54,0.64,0.54,0.59,0.64,0.0,0.0,2,10000,5900.0,18.95,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVD50,70,ABEV,ON,000,R$,0.24,0.3,0.24,0.25,0.3,0.0,0.6,6,14000,3590.0,19.95,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVD68,70,ABEVE,ON,000,R$,0.85,0.92,0.85,0.85,0.9,0.85,0.0,3,201500,171458.0,18.2,0,2016-04-18,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVD69,70,ABEVE,ON,000,R$,0.5,0.5,0.48,0.48,0.48,0.0,0.0,4,19400,9314.0,19.2,0,2016-04-18,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVD81,70,ABEV FM,ON,000,R$,1.35,1.66,1.35,1.44,1.53,0.0,0.0,17,92200,133391.0,17.45,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVE2,70,ABEV,ON,000,R$,0.33,0.33,0.33,0.33,0.33,0.0,0.0,1,10000,3300.0,20.45,0,2016-05-16,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVE20,70,ABEVE,ON,000,R$,0.31,0.58,0.31,0.55,0.58,0.0,0.0,4,20300,11333.0,19.7,0,2016-05-16,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVE50,70,ABEV,ON,000,R$,0.46,0.5,0.46,0.48,0.5,0.0,0.0,2,15800,7668.0,19.95,0,2016-05-16,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVE60,70,ABEVE,ON,000,R$,0.39,0.45,0.39,0.39,0.45,0.0,0.0,2,5100,1995.0,20.2,0,2016-05-16,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVE69,70,ABEVE,ON,000,R$,0.95,0.95,0.91,0.92,0.91,0.0,0.0,6,50000,46100.0,18.7,0,2016-05-16,1,0.0,BRABEVACNOR1,108
1,2016-02-17,78,ABEVE79,70,ABEV,ON,000,R$,0.74,0.9,0.73,0.77,0.89,0.0,0.0,11,459200,357628.0,18.95,0,2016-05-16,1,0.0,BRABEVACNOR1,108
1,2016-02-17,78,ABEVF18,70,ABEVE,ON,000,R$,1.53,1.75,1.51,1.62,1.61,0.0,0.0,11,233900,380729.0,18.2,0,2016-06-20,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVF19,70,ABEV,ON,000,R$,0.87,1.0,0.79,0.88,0.88,0.0,0.0,11,282500,250830.0,19.45,0,2016-06-20,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVF49,70,ABEV,ON,000,R$,0.78,0.78,0.61,0.75,0.76,0.0,0.78,9,235700,177649.0,19.95,0,2016-06-20,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVF60,70,ABEVE,ON,000,R$,0.41,0.6,0.41,0.53,0.6,0.0,0.0,11,236000,127223.0,20.2,0,2016-06-20,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVF69,70,ABEV,ON,000,R$,1.37,1.49,1.37,1.39,1.4,0.0,0.0,4,29800,41580.0,18.45,0,2016-06-20,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVF71,70,ABEV,ON,000,R$,0.4,0.4,0.4,0.4,0.4,0.0,0.6,1,10000,4000.0,20.95,0,2016-06-20,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVF72,70,ABEV,ON,000,R$,0.3,0.32,0.3,0.31,0.32,0.0,0.5,3,18000,5660.0,21.45,0,2016-06-20,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVF77,70,ABEV,ON,000,R$,0.17,0.21,0.17,0.19,0.21,0.0,0.0,2,20000,3800.0,22.45,0,2016-06-20,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVF78,70,ABEVE,ON,000,R$,1.24,1.29,1.13,1.21,1.19,0.0,0.0,10,258500,314239.0,18.7,0,2016-06-20,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVF79,70,ABEVE,ON,000,R$,0.78,0.89,0.78,0.81,0.89,0.0,0.0,4,30200,24756.0,19.7,0,2016-06-20,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVF89,70,ABEV,ON,000,R$,1.1,1.16,1.1,1.12,1.16,0.0,0.0,6,50500,57006.0,18.95,0,2016-06-20,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVF93,70,ABEVE,ON,000,R$,0.11,0.14,0.11,0.12,0.14,0.0,0.0,2,17300,2203.0,23.2,0,2016-06-20,1,0.0,BRABEVACNOR1,108
1,2016-02-17,78,ABEVG50,70,ABEV,ON,000,R$,0.75,0.85,0.75,0.84,0.85,0.0,0.95,2,84900,71895.0,19.95,0,2016-07-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,78,ABEVH79,70,ABEVE,ON,000,R$,0.97,0.97,0.95,0.96,0.95,0.0,0.0,2,19400,18624.0,19.7,0,2016-08-15,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVI80,70,ABEVE,ON,000,R$,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,5400,5400.0,20.7,0,2016-09-19,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVK92,70,ABEVE,ON,000,R$,0.57,0.57,0.57,0.57,0.57,0.0,0.0,2,200,114.0,22.36,0,2016-11-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,78,ABEVL50,70,ABEV,ON,000,R$,1.62,1.62,1.61,1.61,1.61,0.0,0.0,2,50000,80900.0,20.11,0,2016-12-19,1,0.0,BRABEVACNOR1,111
1,2016-02-17,78,ABEVL62,70,ABEVE,ON,000,R$,0.65,0.69,0.63,0.65,0.69,0.0,0.0,50,1723700,1121127.0,22.36,0,2016-12-19,1,0.0,BRABEVACNOR1,112
1,2016-02-17,78,ABEVL68,70,ABEV,ON,000,R$,2.53,2.53,2.52,2.52,2.52,0.0,0.0,5,23800,60204.0,18.11,0,2016-12-19,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVO17,80,ABEVE FM,ON,000,R$,0.22,0.22,0.12,0.17,0.18,0.0,0.37,68,84000,14993.0,17.45,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVO18,80,ABEVE FM,ON,000,R$,0.34,0.34,0.22,0.27,0.28,0.27,0.36,11,16400,4503.0,17.95,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVO47,80,ABEVE FM,ON,000,R$,0.15,0.15,0.1,0.12,0.12,0.09,0.17,79,241800,30078.0,16.95,0,2016-03-21,1,0.0,BRABEVACNOR1,108
1,2016-02-17,82,ABEVO48,80,ABEVE FM,ON,000,R$,0.59,0.59,0.38,0.47,0.46,0.0,0.0,62,106300,50397.0,18.45,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVO7,80,ABEVE,ON,000,R$,1.06,1.06,0.92,0.94,0.95,0.0,0.95,6,654000,619001.0,17.78,0,2017-03-20,1,0.0,BRABEVACNOR1,112
1,2016-02-17,82,ABEVO77,80,ABEVE,ON,000,R$,0.26,0.26,0.22,0.23,0.23,0.0,0.0,5,222500,51760.0,17.7,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVO78,80,ABEVE,ON,000,R$,0.63,0.63,0.63,0.63,0.63,0.0,0.0,1,10000,6300.0,18.7,0,2016-03-21,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVP18,80,ABEVE FM,ON,000,R$,0.69,0.7,0.55,0.66,0.55,0.0,0.0,14,75900,50345.0,18.45,0,2016-04-18,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVP46,80,ABEVE,ON,000,R$,0.13,0.14,0.13,0.13,0.14,0.0,0.0,2,198000,26401.0,16.45,0,2016-04-18,1,0.0,BRABEVACNOR1,110
1,2016-02-17,82,ABEVP48,80,ABEVE FM,ON,000,R$,0.48,0.49,0.44,0.47,0.44,0.0,0.0,5,17900,8576.0,17.95,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,82,ABEVP49,80,ABEVE,ON,000,R$,0.79,0.81,0.79,0.79,0.81,0.0,0.0,2,18000,14380.0,18.95,0,2016-04-18,1,0.0,BRABEVACNOR1,107
1,2016-02-17,82,ABEVP68,80,ABEVE,ON,000,R$,0.48,0.48,0.48,0.48,0.48,0.0,0.0,1,6000,2880.0,18.2,0,2016-04-18,1,0.0,BRABEVACNOR1,111
1,2016-02-17,82,ABEVQ69,80,ABEVE,ON,000,R$,0.76,0.76,0.76,0.76,0.76,0.0,0.0,1,8000,6080.0,18.7,0,2016-05-16,1,0.0,BRABEVACNOR1,108
1,2016-02-17,82,ABEVQ79,80,ABEVE,ON,000,R$,0.88,0.88,0.88,0.88,0.88,0.0,0.0,1,1000,880.0,18.95,0,2016-05-16,1,0.0,BRABEVACNOR1,108
1,2016-02-17,82,ABEVR19,80,ABEVE,ON,000,R$,1.21,1.21,1.15,1.18,1.15,0.0,0.0,2,20000,23600.0,19.45,0,2016-06-20,1,0.0,BRABEVACNOR1,111
1,2016-02-17,82,ABEVR53,80,ABEVE,ON,000,R$,0.2,0.21,0.13,0.14,0.13,0.13,0.0,7,222700,32733.0,16.45,0,2016-06-20,1,0.0,BRABEVACNOR1,108
1,2016-02-17,82,ABEVS58,80,ABEVE,ON,000,R$,0.75,0.75,0.75,0.75,0.75,0.0,0.0,1,2700,2025.0,18.2,0,2016-07-18,1,0.0,BRABEVACNOR1,109
1,2016-02-17,82,ABEVU69,80,ABEVE,ON,000,R$,0.98,0.98,0.98,0.98,0.98,0.0,0.0,1,5400,5292.0,18.45,0,2016-09-19,1,0.0,BRABEVACNOR1,107
1,2016-02-17,12,AEFI11,10,FII AESAPAR,CI,,R$,97.83,98.25,96.8,97.58,96.91,96.91,97.3,61,3184,310722.96,0.0,0,9999-12-31,1,0.0,BRAEFICTF002,150
1,2016-02-17,02,AELP3,10,AES ELPA,ON,,R$,5.61,6.18,5.41,5.7,5.6,5.24,5.7,36,6900,39340.0,0.0,0,9999-12-31,1,0.0,BRAELPACNOR2,122
1,2016-02-17,96,AELP3F,20,AES ELPA,ON,,R$,5.71,6.05,5.71,5.77,6.05,5.14,6.05,4,105,606.3,0.0,0,9999-12-31,1,0.0,BRAELPACNOR2,122
1,2016-02-17,02,AFLT3,10,AFLUENTE T,ON,,R$,2.25,2.25,2.25,2.25,2.25,2.25,3.0,3,500,1125.0,0.0,0,9999-12-31,1,0.0,BRAFLTACNOR1,107
1,2016-02-17,02,AFLU3,10,AFLUENTE,ON,,R$,2.11,2.11,2.11,2.11,2.11,2.2,3.0,1,100,211.0,0.0,0,9999-12-31,1,0.0,BRAFLUACNOR9,119
1,2016-02-17,96,AFLU3F,20,AFLUENTE,ON,,R$,2.02,2.02,2.02,2.02,2.02,0.0,0.0,2,37,74.74,0.0,0,9999-12-31,1,0.0,BRAFLUACNOR9,119
1,2016-02-17,12,AGCX11,10,FII AG CAIXA,CI,,R$,919.1,924.49,919.0,920.41,920.0,917.03,920.0,47,185,170276.0,0.0,0,9999-12-31,1,0.0,BRAGCXCTF003,139
1,2016-02-17,02,AGRO3,10,BRASILAGRO,ON NM,,R$,10.7,11.1,10.7,10.94,11.1,10.88,11.1,200,80900,885706.0,0.0,0,9999-12-31,1,0.0,BRAGROACNOR7,104
1,2016-02-17,96,AGRO3F,20,BRASILAGRO,ON NM,,R$,11.32,11.32,11.0,11.22,11.0,10.88,10.97,7,126,1413.96,0.0,0,9999-12-31,1,0.0,BRAGROACNOR7,104
1,2016-02-17,62,AGRO3T,30,BRASILAGRO,ON NM,180,R$,11.87,11.88,11.87,11.87,11.88,0.0,0.0,2,200,2375.77,0.0,0,9999-12-31,1,0.0,BRAGROACNOR7,104
1,2016-02-17,12,ALMI11B,10,FII TORRE AL,CI MB,,R$,1339.99,1339.99,1310.0,1316.0,1310.0,1300.01,1335.0,4,5,6580.0,0.0,0,9999-12-31,1,0.0,BRALMICTF003,234
1,2016-02-17,02,ALPA3,10,ALPARGATAS,ON N1,,R$,9.77,9.78,9.52,9.74,9.6,9.6,9.84,36,32200,313896.0,0.0,0,9999-12-31,1,0.0,BRALPAACNOR0,215
1,2016-02-17,02,ALPA4,10,ALPARGATAS,PN N1,,R$,7.5,7.65,7.34,7.47,7.45,7.44,7.45,935,356800,2666104.0,0.0,0,9999-12-31,1,0.0,BRALPAACNPR7,215
1,2016-02-17,96,ALPA4F,20,ALPARGATAS,PN N1,,R$,7.6,7.89,7.35,7.6,7.89,7.3,7.89,12,341,2591.99,0.0,0,9999-12-31,1,0.0,BRALPAACNPR7,215
1,2016-02-17,02,ALSC3,10,ALIANSCE,ON NM,,R$,10.6,10.7,10.46,10.63,10.65,10.55,10.65,1137,244000,2593873.0,0.0,0,9999-12-31,1,0.0,BRALSCACNOR0,108
1,2016-02-17,96,ALSC3F,20,ALIANSCE,ON NM,,R$,10.61,10.66,10.52,10.62,10.57,10.33,11.99,19,544,5781.6,0.0,0,9999-12-31,1,0.0,BRALSCACNOR0,108
1,2016-02-17,02,ALUP11,10,ALUPAR,UNT N2,,R$,12.69,12.69,12.38,12.53,12.41,12.38,12.41,3007,614300,7701419.0,0.0,0,9999-12-31,1,0.0,BRALUPCDAM15,103
1,2016-02-17,96,ALUP11F,20,ALUPAR,UNT N2,,R$,12.5,12.62,12.5,12.53,12.5,12.5,12.61,9,330,4136.74,0.0,0,9999-12-31,1,0.0,BRALUPCDAM15,103
1,2016-02-17,02,AMAR3,10,LOJAS MARISA,ON NM,,R$,5.53,5.94,5.43,5.67,5.65,5.65,5.71,360,133600,757928.0,0.0,0,9999-12-31,1,0.0,BRAMARACNOR4,112
1,2016-02-17,96,AMAR3F,20,LOJAS MARISA,ON NM,,R$,5.5,5.85,5.5,5.6,5.85,5.48,5.73,5,82,459.61,0.0,0,9999-12-31,1,0.0,BRAMARACNOR4,112
1,2016-02-17,62,AMAR3T,30,LOJAS MARISA,ON NM,016,R$,5.48,5.49,5.48,5.48,5.49,0.0,0.0,2,7800,42748.06,0.0,0,9999-12-31,1,0.0,BRAMARACNOR4,112
1,2016-02-17,02,AMGN34,10,AMGEN,DRN ED,,R$,597.9,597.9,597.9,597.9,597.9,0.0,0.0,1,700,418530.0,0.0,0,9999-12-31,1,0.0,BRAMGNBDR004,117
1,2016-02-17,02,AMZO34,10,AMAZON,DRN,,R$,1062.95,1063.3,1062.95,1063.16,1063.3,0.0,0.0,2,500,531580.0,0.0,0,9999-12-31,1,0.0,BRAMZOBDR002,101
1,2016-02-17,02,ANIM3,10,ANIMA,ON NM,,R$,11.7,12.14,11.27,11.87,11.27,11.22,11.27,1145,207800,2468382.0,0.0,0,9999-12-31,1,0.0,BRANIMACNOR6,102
1,2016-02-17,02,ARTR3,10,ARTERIS,ON NM,,R$,9.69,9.72,9.66,9.69,9.69,9.66,9.69,188,71100,688989.0,0.0,0,9999-12-31,1,0.0,BRARTRACNOR3,105
1,2016-02-17,02,ARZZ3,10,AREZZO CO,ON NM,,R$,18.45,18.45,17.89,18.26,18.02,18.02,18.04,265,65400,1194665.0,0.0,0,9999-12-31,1,0.0,BRARZZACNOR3,119
1,2016-02-17,96,ARZZ3F,20,AREZZO CO,ON NM,,R$,18.42,18.42,18.23,18.3,18.23,17.92,19.0,8,232,4245.7,0.0,0,9999-12-31,1,0.0,BRARZZACNOR3,119
1,2016-02-17,08,ATOM3,10,ATOMPAR,ON,,R$,0.23,0.23,0.21,0.22,0.23,0.22,0.23,220,1987300,445766.0,0.0,0,9999-12-31,1,0.0,BRATOMACNOR1,100
1,2016-02-17,96,ATOM3F,20,ATOMPAR,ON,,R$,0.22,0.22,0.22,0.22,0.22,0.22,0.23,2,20,4.4,0.0,0,9999-12-31,1,0.0,BRATOMACNOR1,100
1,2016-02-17,02,ATTB34,10,ATT INC,DRN,,R$,147.28,147.28,147.28,147.28,147.28,0.0,0.0,1,100,14728.0,0.0,0,9999-12-31,1,0.0,BRATTBBDR007,114
1,2016-02-17,02,BAHI3,10,BAHEMA,ON,,R$,2.98,2.98,2.98,2.98,2.98,2.7,3.01,1,600,1788.0,0.0,0,9999-12-31,1,0.0,BRBAHIACNOR1,68
1,2016-02-17,02,BALM4,10,BAUMER,PN,,R$,8.95,8.95,8.95,8.95,8.95,8.6,8.95,1,500,4475.0,0.0,0,9999-12-31,1,0.0,BRBALMACNPR2,46
1,2016-02-17,02,BAZA3,10,AMAZONIA,ON,,R$,0.23,0.23,0.23,0.23,0.23,0.23,0.24,7,85000,19550.0,0.0,0,9999-12-31,1,0.0,BRBAZAACNOR0,167
1,2016-02-17,02,BBAS3,10,BRASIL,ON NM,,R$,13.43,13.8,13.11,13.55,13.36,13.36,13.37,24999,9799100,132784764.0,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,96,BBAS3F,20,BRASIL,ON NM,,R$,13.41,13.79,13.15,13.57,13.3,13.3,13.4,297,6155,83524.24,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,030,R$,13.94,13.95,13.51,13.55,13.52,0.0,0.0,4,33000,447358.65,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,033,R$,13.87,13.88,13.87,13.87,13.88,0.0,0.0,2,400,5548.69,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,047,R$,13.86,13.87,13.59,13.6,13.6,0.0,0.0,4,52000,707277.09,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,061,R$,13.82,13.83,13.67,13.79,13.68,0.0,0.0,4,4000,55165.82,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,090,R$,13.81,13.82,13.79,13.81,13.8,0.0,0.0,4,50800,701880.96,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,180,R$,14.58,14.59,14.58,14.58,14.59,0.0,0.0,2,100,1458.06,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,62,BBAS3T,30,BRASIL,ON NM,210,R$,14.7,14.71,14.7,14.7,14.71,0.0,0.0,2,1000,14705.82,0.0,0,9999-12-31,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC1,70,BBASE,ON NM,000,R$,0.4,0.48,0.31,0.4,0.37,0.08,0.5,14,39300,15959.0,14.41,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC12,70,BBAS,ON NM,000,R$,1.5,1.5,1.5,1.5,1.5,0.0,0.0,1,2000,3000.0,12.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC13,70,BBAS FM,ON NM,000,R$,0.98,1.13,0.76,0.96,0.84,0.84,0.9,88,175600,170080.0,13.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC14,70,BBAS FM,ON NM,000,R$,0.45,0.57,0.34,0.46,0.44,0.44,0.5,215,589000,273054.0,14.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC15,70,BBAS,ON NM,000,R$,0.2,0.24,0.16,0.21,0.18,0.15,0.2,94,283300,60257.0,15.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC16,70,BBAS,ON NM,000,R$,0.09,0.1,0.05,0.08,0.08,0.06,0.09,35,111600,9353.0,16.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC17,70,BBAS,ON NM,000,R$,0.05,0.05,0.04,0.04,0.04,0.03,0.04,17,85800,3999.0,17.16,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC42,70,BBAS FM,ON NM,000,R$,1.36,1.49,1.06,1.29,1.14,0.86,0.0,39,83700,108011.0,12.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC43,70,BBAS FM,ON NM,000,R$,0.66,0.81,0.54,0.68,0.6,0.54,0.75,94,202300,138806.0,13.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC44,70,BBAS FM,ON NM,000,R$,0.32,0.37,0.25,0.32,0.25,0.2,0.31,65,277400,89932.0,14.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC45,70,BBAS,ON NM,000,R$,0.13,0.17,0.1,0.13,0.13,0.07,0.2,15,58300,7628.0,15.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC46,70,BBAS,ON NM,000,R$,0.07,0.07,0.07,0.07,0.07,0.04,0.16,1,2200,154.0,16.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC47,70,BBAS,ON NM,000,R$,0.04,0.04,0.04,0.04,0.04,0.02,0.0,8,20300,812.0,17.66,0,2016-03-21,1,0.0,BRBBASACNOR3,257
1,2016-02-17,78,BBASC70,70,BBAS,ON NM,000,R$,0.03,0.03,0.03,0.03,0.03,0.02,0.35,1,300,9.0,18.16,0,2016-03-21,1,0.0,BRBBASACNOR3,249
1,2016-02-17,78,BBASC81,70,BBAS,ON NM,000,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.0,3,46000,460.0,19.66,0,2016-03-21,1,0.0,BRBBASACNOR3,249
1,2016-02-17,78,BBASD13,70,BBAS FM,ON NM,000,R$,1.38,1.56,1.28,1.42,1.28,1.01,0.0,27,38100,54340.0,13.0,0,2016-04-18,1,0.0,BRBBASACNOR3,257
