TIPREG,DATAPREG,CODDBI,CODNEG,TPMERC,NOMRES,ESPECI,PRAZOT,MODREF,PREABE,PREMAX,PREMIN,PREMED,PREULT,PREOFC,PREOFV,TOTNEG,QUATOT,VOLTOT,PREEXE,INDOPC,DATVEN,FATCOT,PTOEXE,CODISI,DISMES
1,2016-02-17,02,BRGE11,10,ALFA CONSORC,PNE,,R$,3.6,3.6,3.6,3.6,3.6,3.61,0.0,2,600,2160.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,96
1,2016-02-17,96,BRGE11F,20,ALFA CONSORC,PNE,,R$,3.6,3.6,3.6,3.6,3.6,0.0,0.0,1,30,108.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPE1,96
1,2016-02-17,02,BRGE12,10,ALFA CONSORC,PNF,,R$,2.02,2.02,2.02,2.02,2.02,2.02,2.5,1,100,202.0,0.0,0,9999-12-31,1,0.0,BRBRGEACNPF8,93
1,2016-02-17,96,BRGE12F,20,ALFA CONSORC,PNF,,R$,2.01,2.01,2.01,2.01,2.01,2.02,2.88,1,26,52.26,0.0,0,9999-12-31,1,0.0,BRBRGEACNPF8,93
1,2016-02-17,10,BRIN1,10,BR INSURANCE,DIR ORD NM,,R$,0.05,0.05,0.03,0.04,0.03,0.03,0.05,22,232600,11620.0,0.0,0,9999-12-31,1,0.0,BRBRIND01OR8,110
1,2016-02-17,96,BRIN1F,20,BR INSURANCE,DIR ORD NM,,R$,0.05,0.05,0.05,0.05,0.05,0.02,0.05,3,65,3.25,0.0,0,9999-12-31,1,0.0,BRBRIND01OR8,110
1,2016-02-17,02,BRIN3,10,BR INSURANCE,ON NM,,R$,20.75,21.09,20.75,20.95,21.0,20.83,21.0,80,12700,266141.0,0.0,0,9999-12-31,1,0.0,BRBRINACNOR3,111
1,2016-02-17,96,BRIN3F,20,BR INSURANCE,ON NM,,R$,20.6,21.29,20.6,20.73,21.29,20.86,21.0,8,139,2881.81,0.0,0,9999-12-31,1,0.0,BRBRINACNOR3,111
1,2016-02-17,78,BRINC71,70,BRINE,ON NM,000,R$,1.01,1.01,1.01,1.01,1.01,0.0,0.0,2,88000,88880.0,21.25,0,2016-03-21,1,0.0,BRBRINACNOR3,110
1,2016-02-17,82,BRINO71,80,BRINE,ON NM,000,R$,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,88000,88000.0,21.25,0,2016-03-21,1,0.0,BRBRINACNOR3,110
1,2016-02-17,02,BRIV3,10,ALFA INVEST,ON,,R$,5.49,5.49,5.01,5.05,5.01,5.01,5.39,4,1100,5559.0,0.0,0,9999-12-31,1,0.0,BRBRIVACNOR6,202
1,2016-02-17,02,BRIV4,10,ALFA INVEST,PN,,R$,6.21,6.6,6.1,6.2,6.6,5.5,6.3,4,6800,42170.0,0.0,0,9999-12-31,1,0.0,BRBRIVACNPR3,202
1,2016-02-17,02,BRKM3,10,BRASKEM,ON N1,,R$,16.2,16.2,16.0,16.06,16.0,15.7,16.06,3,300,4820.0,0.0,0,9999-12-31,1,0.0,BRBRKMACNOR1,112
1,2016-02-17,96,BRKM3F,20,BRASKEM,ON N1,,R$,15.68,15.68,15.68,15.68,15.68,15.2,18.5,1,38,595.84,0.0,0,9999-12-31,1,0.0,BRBRKMACNOR1,112
1,2016-02-17,02,BRKM5,10,BRASKEM,PNA N1,,R$,24.0,24.11,23.73,23.98,24.1,24.0,24.1,13462,2715600,65146964.0,0.0,0,9999-12-31,1,0.0,BRBRKMACNPA4,112
1,2016-02-17,96,BRKM5F,20,BRASKEM,PNA N1,,R$,23.99,24.13,23.71,23.95,23.71,23.71,24.15,40,1423,34083.0,0.0,0,9999-12-31,1,0.0,BRBRKMACNPA4,112
1,2016-02-17,62,BRKM5T,30,BRASKEM,PNA N1,061,R$,24.51,24.52,24.51,24.51,24.52,0.0,0.0,2,6000,147061.38,0.0,0,9999-12-31,1,0.0,BRBRKMACNPA4,112
1,2016-02-17,78,BRKMD27,70,BRKM,PNA N1,000,R$,0.55,0.56,0.55,0.55,0.56,0.0,0.0,3,100000,55061.0,27.0,0,2016-04-18,1,0.0,BRBRKMACNPA4,112
1,2016-02-17,02,BRML3,10,BR MALLS PAR,ON NM,,R$,12.61,12.73,12.29,12.56,12.52,12.52,12.6,12144,2785000,34982836.0,0.0,0,9999-12-31,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,96,BRML3F,20,BR MALLS PAR,ON NM,,R$,12.55,12.73,12.36,12.56,12.71,12.29,12.71,51,956,12009.39,0.0,0,9999-12-31,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,62,BRML3T,30,BR MALLS PAR,ON NM,030,R$,12.82,12.83,12.82,12.82,12.83,0.0,0.0,2,2000,25641.5,0.0,0,9999-12-31,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,78,BRMLD43,70,BRML FM,ON NM,000,R$,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1,50000,25000.0,13.5,0,2016-04-18,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,78,BRMLD72,70,BRMLE,ON NM,000,R$,0.91,0.91,0.91,0.91,0.91,0.0,0.0,1,25000,22750.0,12.75,0,2016-04-18,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,78,BRMLE74,70,BRMLE,ON NM,000,R$,0.35,0.35,0.35,0.35,0.35,0.0,0.0,1,25000,8750.0,14.75,0,2016-05-16,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,82,BRMLO42,80,BRMLE FM,ON NM,000,R$,0.57,0.57,0.53,0.53,0.53,0.0,0.0,6,9900,5313.0,12.54,0,2016-03-21,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,82,BRMLP13,80,BRMLE FM,ON NM,000,R$,0.95,0.95,0.95,0.95,0.95,0.0,0.0,2,3600,3420.0,13.0,0,2016-04-18,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,82,BRMLQ42,80,BRMLE,ON NM,000,R$,0.75,0.75,0.75,0.75,0.75,0.0,0.0,1,25000,18750.0,12.5,0,2016-05-16,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,82,BRMLQ71,80,BRMLE,ON NM,000,R$,0.4,0.4,0.4,0.4,0.4,0.0,0.0,1,25000,10000.0,11.75,0,2016-05-16,1,0.0,BRBRMLACNOR9,108
1,2016-02-17,02,BRPR3,10,BR PROPERT,ON NM,,R$,7.9,8.02,7.8,7.93,7.98,7.84,7.98,845,247100,1961165.0,0.0,0,9999-12-31,1,0.0,BRBRPRACNOR9,116
1,2016-02-17,96,BRPR3F,20,BR PROPERT,ON NM,,R$,7.97,8.0,7.83,7.91,7.89,7.51,8.0,30,496,3927.18,0.0,0,9999-12-31,1,0.0,BRBRPRACNOR9,116
1,2016-02-17,96,BRSR3F,20,BANRISUL,ON N1,,R$,6.41,6.41,6.41,6.41,6.41,6.41,0.0,1,2,12.82,0.0,0,9999-12-31,1,0.0,BRBRSRACNOR3,142
1,2016-02-17,02,BRSR6,10,BANRISUL,PNB N1,,R$,4.97,5.15,4.7,5.01,4.88,4.87,4.88,5694,1696000,8512106.0,0.0,0,9999-12-31,1,0.0,BRBRSRACNPB4,145
1,2016-02-17,96,BRSR6F,20,BANRISUL,PNB N1,,R$,5.0,5.09,4.84,4.99,4.9,4.7,5.0,34,854,4268.38,0.0,0,9999-12-31,1,0.0,BRBRSRACNPB4,145
1,2016-02-17,62,BRSR6T,30,BANRISUL,PNB N1,090,R$,5.22,5.23,5.22,5.22,5.23,0.0,0.0,2,8000,41809.96,0.0,0,9999-12-31,1,0.0,BRBRSRACNPB4,145
1,2016-02-17,96,BSAN33F,20,BANSANTANDER,DR3,,R$,18.03,18.03,18.03,18.03,18.03,18.03,0.0,1,1,18.03,0.0,0,9999-12-31,1,0.0,BRBSANBDR002,105
1,2016-02-17,02,BSEV3,10,BIOSEV,ON NM,,R$,4.97,4.97,4.97,4.97,4.97,4.98,4.99,16,1600,7952.0,0.0,0,9999-12-31,1,0.0,BRBSEVACNOR3,101
1,2016-02-17,02,BTOW3,10,B2W DIGITAL,ON NM,,R$,11.3,11.98,10.65,11.22,10.65,10.65,10.99,3556,790400,8872372.0,0.0,0,9999-12-31,1,0.0,BRBTOWACNOR8,107
1,2016-02-17,96,BTOW3F,20,B2W DIGITAL,ON NM,,R$,11.33,12.0,10.98,11.64,10.98,10.81,10.98,49,1728,20127.57,0.0,0,9999-12-31,1,0.0,BRBTOWACNOR8,107
1,2016-02-17,62,BTOW3T,30,B2W DIGITAL,ON NM,019,R$,11.51,11.52,11.51,11.51,11.52,0.0,0.0,2,1000,11517.07,0.0,0,9999-12-31,1,0.0,BRBTOWACNOR8,107
1,2016-02-17,02,BVMF3,10,BMFBOVESPA,ON NM,,R$,10.45,10.79,10.33,10.58,10.52,10.49,10.53,28086,11277000,119344185.0,0.0,0,9999-12-31,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,96,BVMF3F,20,BMFBOVESPA,ON NM,,R$,10.44,10.78,10.35,10.52,10.42,10.42,10.55,146,4022,42346.37,0.0,0,9999-12-31,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,78,BVMFC11,70,BVMF FM,ON NM,000,R$,0.55,0.73,0.45,0.58,0.52,0.4,0.53,87,338700,196773.0,10.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC12,70,BVMF FM,ON NM,000,R$,0.13,0.2,0.11,0.15,0.18,0.12,0.18,208,799400,126009.0,11.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC13,70,BVMF,ON NM,000,R$,0.02,0.03,0.02,0.02,0.03,0.01,0.03,21,93900,2067.0,12.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC14,70,BVMF,ON NM,000,R$,0.01,0.01,0.01,0.01,0.01,0.0,0.03,1,100,1.0,13.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC41,70,BVMF FM,ON NM,000,R$,0.28,0.41,0.25,0.29,0.29,0.27,0.41,162,430900,128783.0,10.8,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC42,70,BVMF FM,ON NM,000,R$,0.05,0.11,0.05,0.05,0.11,0.1,0.12,59,458400,26992.0,11.8,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC71,70,BVMFE,ON NM,000,R$,0.69,0.76,0.6,0.7,0.71,0.56,0.86,6,7100,4991.0,10.05,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC72,70,BVMFE,ON NM,000,R$,0.4,0.54,0.4,0.45,0.41,0.25,0.45,52,88800,40234.0,10.55,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC73,70,BVMFE,ON NM,000,R$,0.21,0.29,0.17,0.27,0.17,0.15,0.28,85,407900,110287.0,11.05,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC74,70,BVMFE,ON NM,000,R$,0.07,0.12,0.07,0.08,0.12,0.05,0.0,16,12700,1134.0,11.55,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFC75,70,BVMFE,ON NM,000,R$,0.05,0.05,0.05,0.05,0.05,0.0,0.05,1,3000,150.0,12.05,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFD13,70,BVMFE,ON NM,000,R$,0.1,0.1,0.06,0.08,0.06,0.04,0.25,6,10100,810.0,12.55,0,2016-04-18,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,78,BVMFD14,70,BVMFE,ON NM,000,R$,0.03,0.03,0.03,0.03,0.03,0.0,0.08,1,1000,30.0,13.55,0,2016-04-18,1,0.0,BRBVMFACNOR3,132
1,2016-02-17,78,BVMFD40,70,BVMF FM,ON NM,000,R$,0.91,0.93,0.72,0.85,0.72,0.0,0.0,6,33600,28799.0,10.3,0,2016-04-18,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,78,BVMFD41,70,BVMF FM,ON NM,000,R$,0.32,0.39,0.25,0.3,0.28,0.23,0.29,152,275700,85222.0,11.3,0,2016-04-18,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,78,BVMFD80,70,BVMFE,ON NM,000,R$,0.57,0.57,0.56,0.56,0.56,0.0,0.0,2,8000,4521.0,10.55,0,2016-04-18,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFD81,70,BVMF FM,ON NM,000,R$,0.52,0.63,0.48,0.53,0.48,0.0,0.48,15,72200,38686.0,10.8,0,2016-04-18,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFD85,70,BVMF FM,ON NM,000,R$,0.18,0.24,0.17,0.2,0.2,0.0,0.2,20,87700,17877.0,11.8,0,2016-04-18,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFD89,70,BVMF,ON NM,000,R$,0.1,0.1,0.1,0.1,0.1,0.0,0.27,13,6500,650.0,12.3,0,2016-04-18,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,78,BVMFE11,70,BVMF,ON NM,000,R$,0.65,0.67,0.65,0.65,0.67,0.0,0.0,3,13200,8700.0,10.9,0,2016-05-16,1,0.0,BRBVMFACNOR3,134
1,2016-02-17,78,BVMFE2,70,BVMF,ON NM,000,R$,0.3,0.3,0.3,0.3,0.3,0.0,0.0,1,6000,1800.0,11.9,0,2016-05-16,1,0.0,BRBVMFACNOR3,132
1,2016-02-17,78,BVMFE41,70,BVMF,ON NM,000,R$,0.44,0.54,0.43,0.45,0.54,0.0,0.0,14,267400,120680.0,11.4,0,2016-05-16,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,78,BVMFE61,70,BVMFE,ON NM,000,R$,0.91,0.92,0.91,0.91,0.92,0.0,0.0,2,11800,10797.0,10.65,0,2016-05-16,1,0.0,BRBVMFACNOR3,134
1,2016-02-17,78,BVMFE71,70,BVMFE,ON NM,000,R$,0.6,0.65,0.6,0.62,0.65,0.0,0.0,2,12000,7500.0,11.15,0,2016-05-16,1,0.0,BRBVMFACNOR3,134
1,2016-02-17,82,BVMFO10,80,BVMFE,ON NM,000,R$,0.05,0.05,0.05,0.05,0.05,0.0,0.0,2,9800,490.0,9.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO11,80,BVMFE FM,ON NM,000,R$,0.22,0.28,0.16,0.22,0.28,0.17,0.47,22,93800,20737.0,10.3,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO40,80,BVMFE FM,ON NM,000,R$,0.09,0.09,0.09,0.09,0.09,0.01,0.0,1,300,27.0,9.8,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO41,80,BVMFE FM,ON NM,000,R$,0.48,0.55,0.34,0.41,0.55,0.35,0.0,38,87900,36292.0,10.8,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO70,80,BVMFE,ON NM,000,R$,0.07,0.09,0.07,0.08,0.09,0.02,0.0,4,15000,1250.0,9.55,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO71,80,BVMFE FM,ON NM,000,R$,0.16,0.22,0.13,0.16,0.2,0.0,0.0,16,96200,15540.0,10.05,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO72,80,BVMFE,ON NM,000,R$,0.33,0.4,0.26,0.33,0.4,0.0,0.0,6,52200,17506.0,10.55,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFO73,80,BVMFE,ON NM,000,R$,0.46,0.72,0.46,0.57,0.72,0.47,0.0,4,15800,9104.0,11.05,0,2016-03-21,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFP40,80,BVMFE FM,ON NM,000,R$,0.28,0.39,0.28,0.31,0.39,0.0,0.0,2,11100,3548.0,10.3,0,2016-04-18,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,82,BVMFP41,80,BVMFE,ON NM,000,R$,0.88,0.95,0.88,0.9,0.95,0.88,0.0,2,8600,7799.0,11.3,0,2016-04-18,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,82,BVMFP81,80,BVMFE FM,ON NM,000,R$,0.46,0.63,0.46,0.57,0.63,0.0,0.0,11,43700,24982.0,10.8,0,2016-04-18,1,0.0,BRBVMFACNOR3,131
1,2016-02-17,82,BVMFQ40,80,BVMFE,ON NM,000,R$,0.49,0.49,0.49,0.49,0.49,0.0,0.0,1,196200,96138.0,10.4,0,2016-05-16,1,0.0,BRBVMFACNOR3,136
1,2016-02-17,82,BVMFQ93,80,BVMFE,ON NM,000,R$,0.12,0.12,0.1,0.11,0.1,0.0,0.0,2,198200,23744.0,8.95,0,2016-05-16,1,0.0,BRBVMFACNOR3,134
1,2016-02-17,02,CAMB4,10,CAMBUCI,PN,,R$,0.8,0.84,0.8,0.82,0.84,0.7,0.86,10,5500,4516.0,0.0,0,9999-12-31,1,0.0,BRCAMBACNPR1,117
1,2016-02-17,02,CARD3,10,CSU CARDSYST,ON NM,,R$,2.7,2.7,2.61,2.65,2.64,2.64,2.69,37,22200,58989.0,0.0,0,9999-12-31,1,0.0,BRCARDACNOR9,108
1,2016-02-17,96,CARD3F,20,CSU CARDSYST,ON NM,,R$,2.7,2.7,2.69,2.69,2.69,2.44,2.82,2,95,255.75,0.0,0,9999-12-31,1,0.0,BRCARDACNOR9,108
1,2016-02-17,62,CARD3T,30,CSU CARDSYST,ON NM,180,R$,2.88,2.89,2.88,2.88,2.89,0.0,0.0,2,400,1153.58,0.0,0,9999-12-31,1,0.0,BRCARDACNOR9,108
1,2016-02-17,96,CBMA3F,20,COBRASMA,ON,,R$,0.01,0.02,0.01,0.01,0.02,0.01,0.02,2,2,0.03,0.0,0,9999-12-31,1,0.0,BRCBMAACNOR4,124
1,2016-02-17,02,CBMA4,10,COBRASMA,PN,,R$,0.02,0.02,0.02,0.02,0.02,0.01,0.02,1,10000,200.0,0.0,0,9999-12-31,1,0.0,BRCBMAACNPR1,124
1,2016-02-17,12,CBOP11,10,FII C BRANCO,CI,,R$,560.0,560.01,541.0,550.98,541.0,542.0,555.0,27,173,95321.22,0.0,0,9999-12-31,1,0.0,BRCBOPCTF001,129
1,2016-02-17,02,CCRO3,10,CCR SA,ON NM,,R$,12.73,12.98,12.51,12.79,12.53,12.53,12.54,21099,7354900,94125993.0,0.0,0,9999-12-31,1,0.0,BRCCROACNOR2,128
1,2016-02-17,96,CCRO3F,20,CCR SA,ON NM,,R$,12.92,12.98,12.43,12.76,12.43,12.43,12.97,30,948,12102.09,0.0,0,9999-12-31,1,0.0,BRCCROACNOR2,128
1,2016-02-17,62,CCRO3T,30,CCR SA,ON NM,090,R$,13.37,13.38,12.99,13.14,13.0,0.0,0.0,6,6000,78880.94,0.0,0,9999-12-31,1,0.0,BRCCROACNOR2,128
1,2016-02-17,78,CCROC42,70,CCRO,ON NM,000,R$,0.79,0.79,0.79,0.79,0.79,0.0,0.0,2,5000,3950.0,12.5,0,2016-03-21,1,0.0,BRCCROACNOR2,128
1,2016-02-17,78,CCROC44,70,CCRO,ON NM,000,R$,0.14,0.15,0.14,0.14,0.15,0.0,0.0,2,1900000,277400.0,14.5,0,2016-03-21,1,0.0,BRCCROACNOR2,128
1,2016-02-17,02,CCXC3,10,CCX CARVAO,ON NM,,R$,3.04,3.15,3.04,3.08,3.15,2.93,3.2,14,10800,33352.0,0.0,0,9999-12-31,1,0.0,BRCCXCACNOR5,101
1,2016-02-17,96,CCXC3F,20,CCX CARVAO,ON NM,,R$,2.91,3.06,2.9,2.94,2.9,2.9,3.06,6,120,353.5,0.0,0,9999-12-31,1,0.0,BRCCXCACNOR5,101
1,2016-02-17,62,CCXC3T,30,CCX CARVAO,ON NM,061,R$,3.2,3.21,3.2,3.2,3.21,0.0,0.0,2,5100,16332.19,0.0,0,9999-12-31,1,0.0,BRCCXCACNOR5,101
1,2016-02-17,12,CEOC11B,10,FII CEO CCP,CI MB,,R$,46.01,46.01,46.0,46.0,46.0,46.0,46.94,8,881,40526.26,0.0,0,9999-12-31,1,0.0,BRCEOCCTF003,132
1,2016-02-17,02,CESP3,10,CESP,ON N1,,R$,9.83,9.9,9.56,9.79,9.73,9.73,9.89,32,7500,73449.0,0.0,0,9999-12-31,1,0.0,BRCESPACNOR3,163
1,2016-02-17,02,CESP5,10,CESP,PNA N1,,R$,13.0,13.0,13.0,13.0,13.0,12.0,13.99,3,3100,40300.0,0.0,0,9999-12-31,1,0.0,BRCESPACNPA6,111
1,2016-02-17,96,CESP5F,20,CESP,PNA N1,,R$,12.5,12.5,12.5,12.5,12.5,9.01,13.5,1,7,87.5,0.0,0,9999-12-31,1,0.0,BRCESPACNPA6,111
1,2016-02-17,02,CESP6,10,CESP,PNB N1,,R$,14.0,14.38,13.71,14.06,13.71,13.71,13.73,7486,1351300,19009552.0,0.0,0,9999-12-31,1,0.0,BRCESPACNPB4,122
1,2016-02-17,96,CESP6F,20,CESP,PNB N1,,R$,13.98,14.36,13.79,14.11,13.79,13.61,13.79,61,1805,25475.49,0.0,0,9999-12-31,1,0.0,BRCESPACNPB4,122
1,2016-02-17,62,CESP6T,30,CESP,PNB N1,090,R$,14.6,14.61,14.6,14.6,14.61,0.0,0.0,2,1000,14600.58,0.0,0,9999-12-31,1,0.0,BRCESPACNPB4,122
1,2016-02-17,02,CGAS5,10,COMGAS,PNA,,R$,43.4,44.78,43.19,43.92,44.0,43.96,44.0,209,25700,1128935.0,0.0,0,9999-12-31,1,0.0,BRCGASACNPA3,134
1,2016-02-17,96,CGAS5F,20,COMGAS,PNA,,R$,43.45,44.5,43.44,43.89,44.0,43.21,44.0,20,507,22254.24,0.0,0,9999-12-31,1,0.0,BRCGASACNPA3,134
1,2016-02-17,02,CGRA3,10,GRAZZIOTIN,ON,,R$,9.2,9.2,9.2,9.2,9.2,9.2,9.95,2,500,4600.0,0.0,0,9999-12-31,1,0.0,BRCGRAACNOR2,66
1,2016-02-17,02,CGRA4,10,GRAZZIOTIN,PN,,R$,7.9,8.0,7.9,7.93,7.96,7.91,7.96,24,28200,223735.0,0.0,0,9999-12-31,1,0.0,BRCGRAACNPR9,66
1,2016-02-17,96,CGRA4F,20,GRAZZIOTIN,PN,,R$,7.86,7.86,7.86,7.86,7.86,7.95,8.26,1,7,55.02,0.0,0,9999-12-31,1,0.0,BRCGRAACNPR9,66
1,2016-02-17,02,CIEL3,10,CIELO,ON NM,,R$,30.1,30.15,29.45,29.77,29.85,29.78,29.85,20694,7742700,230506708.0,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,96,CIEL3F,20,CIELO,ON NM,,R$,30.15,30.59,29.5,29.81,29.73,29.73,29.95,256,5993,178659.37,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,62,CIEL3T,30,CIELO,ON NM,019,R$,29.89,29.9,29.89,29.89,29.9,0.0,0.0,2,500,14945.97,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,62,CIEL3T,30,CIELO,ON NM,030,R$,29.98,29.99,29.98,29.98,29.99,0.0,0.0,2,2000,59978.45,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,62,CIEL3T,30,CIELO,ON NM,090,R$,30.75,30.76,30.75,30.75,30.76,0.0,0.0,2,500000,15379182.0,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,62,CIEL3T,30,CIELO,ON NM,180,R$,32.22,32.23,31.75,32.19,31.76,0.0,0.0,4,1500,48293.82,0.0,0,9999-12-31,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC1,70,CIEL FM,ON NM,000,R$,0.47,0.54,0.47,0.48,0.5,0.0,1.1,9,7900,3852.0,31.65,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC2,70,CIELE,ON NM,000,R$,0.43,0.43,0.43,0.43,0.43,0.0,0.43,2,4100,1763.0,32.4,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC27,70,CIEL FM,ON NM,000,R$,1.5,1.52,1.25,1.45,1.43,0.0,0.0,122,42000,61228.0,29.73,0,2016-03-21,1,0.0,BRCIELACNOR3,116
1,2016-02-17,78,CIELC29,70,CIEL,ON NM,000,R$,1.23,1.23,0.98,1.07,1.07,1.0,1.1,35,59700,64140.0,30.15,0,2016-03-21,1,0.0,BRCIELACNOR3,116
1,2016-02-17,78,CIELC30,70,CIEL FM,ON NM,000,R$,1.02,1.02,0.79,0.84,0.85,0.0,1.48,8,8800,7408.0,30.65,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC31,70,CIEL,ON NM,000,R$,0.63,0.64,0.62,0.63,0.63,0.04,0.84,34,10500,6655.0,31.15,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC32,70,CIEL,ON NM,000,R$,0.39,0.45,0.38,0.4,0.4,0.0,0.45,11,53100,21467.0,32.15,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC58,70,CIEL FM,ON NM,000,R$,1.89,1.89,1.89,1.89,1.89,0.0,0.0,1,2100,3969.0,28.65,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELC62,70,CIEL FM,ON NM,000,R$,0.37,0.37,0.27,0.3,0.32,0.2,0.35,6,7800,2385.0,32.65,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELD32,70,CIEL,ON NM,000,R$,0.74,0.74,0.74,0.74,0.74,0.0,0.0,1,340000,251600.0,32.46,0,2016-04-18,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELD59,70,CIEL FM,ON NM,000,R$,2.26,2.26,2.18,2.22,2.18,0.0,0.0,2,4200,9324.0,29.04,0,2016-04-18,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELE60,70,CIEL,ON NM,000,R$,2.08,2.08,2.08,2.08,2.08,0.0,0.0,1,2100,4368.0,30.23,0,2016-05-16,1,0.0,BRCIELACNOR3,118
1,2016-02-17,78,CIELE82,70,CIELE,ON NM,000,R$,0.97,1.05,0.96,1.01,1.05,0.0,0.0,4,165300,167178.0,32.98,0,2016-05-16,1,0.0,BRCIELACNOR3,118
1,2016-02-17,82,CIELO19,80,CIELE FM,ON NM,000,R$,0.7,0.7,0.7,0.7,0.7,0.0,0.0,1,1000000,700000.0,28.9,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,82,CIELO27,80,CIELE FM,ON NM,000,R$,0.88,0.88,0.88,0.88,0.88,0.0,0.0,1,600,528.0,29.73,0,2016-03-21,1,0.0,BRCIELACNOR3,116
1,2016-02-17,82,CIELO29,80,CIELE,ON NM,000,R$,1.05,1.23,1.04,1.19,1.15,1.0,1.15,18,620200,742433.0,30.15,0,2016-03-21,1,0.0,BRCIELACNOR3,116
1,2016-02-17,82,CIELO30,80,CIELE FM,ON NM,000,R$,1.43,1.5,1.43,1.46,1.5,0.1,0.0,3,5200,7611.0,30.65,0,2016-03-21,1,0.0,BRCIELACNOR3,118
1,2016-02-17,82,CIELO32,80,CIELE,ON NM,000,R$,2.5,2.51,2.5,2.5,2.51,0.0,0.0,2,1000000,2505000.0,32.15,0,2016-03-21,1,0.0,BRCIELACNOR3,118
